sep=;
url,maker,date,image_list,n_images,locat,c1,c2,c3,Prezzo auto,Anticipo,Durata,Importo finanziato,Importo totale dovuto,TAEG,TAN Fisso,Rata,Carrozzeria,Tipo di veicolo,Trazione,Posti,Porte,Chilometraggio,Anno,Veicolo non fumatori,Potenza,Tipo di cambio,Cilindrata,Marce,Cilindri,Peso a vuoto,Carburante,Emissioni CO₂,Comfort,Intrattenimento / Media,Sicurezza,Extra,Colore,Colore finiture interne,Materiale,Acconto,Costo del trasferimento ,Costo di registrazione,"Totale, unico",Importo totale della locazione,Tipo di contratto,Chilometraggio p.a.,Fattore di locazione,Quota mensile,Più km costi,Risarcimento per meno km,Tasso di interesse effettivo,Interessi passivi pagati p.a.,Prestito netto,Offerta n.,Classe emissioni,Colore specifico,Revisione,Ultimo tagliando,Proprietari,Tagliandi certificati,Tipo di vernice,Rata finale,Usato garantito,Versione per nazione,Altre fonti energetiche,Pagamento speciale,Anno di produzione,Disponibile da,Importo da pagare,Importo totale netto del credito,Importo lordo del credito *,Spese,TAEG*,Rata mensile,Per neopatentati,Cambio cinghia distribuzione,Consumo di energia,Consumo di carburante (WLTP),Disponibilità
/annunci/audi-a3-2-0-tdi-ambition-s-tronic-diesel-bianco-7ffbdfb5-2685-46bb-8fad-e81ff08aea75,Audi,2022-11-21 14:06:30.621873,"['https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_b061bb4d-e512-4146-9428-090a66f16828.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_8aad7dc5-6537-4928-8db2-87039042f2f7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_b517ef64-e2b5-41e3-829e-29a6df2d8fc2.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_79b2395e-2835-43e7-a5da-4bc8f0c9e51a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_04cea9c5-fad1-4b13-b926-5d536cf9df1f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_4a3c7e05-fbfa-4f27-9f52-aa25a0969366.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_75cbd502-9b85-479d-b059-188b17a58dd6.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7ffbdfb5-2685-46bb-8fad-e81ff08aea75_54cde871-cdef-42d5-8bd3-39d8ae3b15f8.jpg']",8,"lucca, IT","5,4","7,2","4,4","€ 10.000,-",-,60 Monate,"€ 10.000,-","€ 12.326,40","8,92 %","7,91 %","€ 202,29",Berlina,Usato,Anteriore,5,3,144.000 km,06/2011,Sì,103 k W (140 C V),Automatico,1.968 cm³,6,4,1.415 kg,Diesel (Filtro antiparticolato),143 g/km (comb.),Alzacristalli elettrici Bracciolo Climatizzatore Controllo automatico clima Parabrezza riscaldato Sedile posteriore sdoppiato Sensori di parcheggio assistito posteriori Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Volante in pelle Volante multifunzione,Autoradio CD MP3 Sound system,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Antifurto Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari Xenon Fendinebbia Frenata d'emergenza assistita Immobilizzatore elettronico Luci diurne L ED Servosterzo,"Cerchi in lega (17"")Kit fumatori Leve al volante Luce d'ambiente Pacchetto sportivo Pneumatici quattro stagioni Ruotino Sistema lavafari Spoiler",Bianco,Grigio,Stoffa,"€ 0,-","€ 990,-","€ 0,-","€ 990,-","€ 10.429,80",Kilometerleasing,10.000 km,"0,77","€ 173,83","€ 0,0000","€ 0,0000","1,5 %","1,49 % gebunden","€ 18.120,-",,,,,,,,,,,,,,,,,,,,,,,,,,
/annunci/audi-a3-spb-2-0-tdi-s-tronic-sport-s-line-finanziabile-diesel-bianco-297eeda9-50bd-40fb-9946-05ccdffa5d1d,Audi,2022-11-21 14:06:32.086249,"['https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_6cb701d4-508c-47b6-959d-ba16dd025986.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_01f52c38-025b-492e-9ffe-af86bfed9f25.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_5d762c3d-ea58-4871-82c7-50061e4c002d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_0dd509e0-4569-412b-b1d9-9ff3706d4e34.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_58971666-0d94-4a87-b419-cfc575d1c1c8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_c9b835ec-555c-437c-a5d9-bbdc9cf71d09.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_7cded8d3-66f8-4d80-a4a7-bfa8585c683c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_369e7a25-1fc2-49c3-a10e-b37e8e385eac.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_5bc973b2-c5d5-469b-b0ea-1a1f6e25cfa1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_4e09b3c0-8af6-4bb2-b28d-e4afbde1a256.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_eddc433f-413a-4a8f-9e68-f5d67b961bbc.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_08fe7c81-e679-4fb8-877a-b0c9d515731c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_2b8a88fc-d056-4b84-bd38-703599512d7c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_76e06815-566e-4f8f-a573-207c950b63c8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_8ca054c2-bea7-4985-acdc-a70528d3c2b7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_922bda19-f469-46ad-a448-bc43f548ea32.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_3fac092e-668b-4c9e-87dd-27a90e6df7fa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_ba78b968-686a-4c0d-8f0f-2be9c1a7b995.jpg', 'https://prod.pictures.autoscout24.net/listing-images/297eeda9-50bd-40fb-9946-05ccdffa5d1d_d9c1c753-05a5-4d0f-8046-d0a702fd85f0.jpg']",19,"Bareggio Milano, IT","4,5","5,3","4,1","€ 21.500,-",-,48 Monate,"€ 21.500,-","€ 26.655,60","9,18 %","8,51 %","€ 441,11",Berlina,Usato,Anteriore,5,5,145.000 km,01/2017,Sì,110 k W (150 C V),Automatico,1.968 cm³,6,4,1.395 kg,Diesel,118 g/km (comb.),"Alzacristalli elettrici Bracciolo Climatizzatore Climatizzatore automatico, 2 zone Hill Holder Sensore di luminosità Sensore di pioggia Sistema di navigazione Specchietti laterali elettrici Tettuccio apribile Vetri oscurati Volante in pelle Volante multifunzione",Autoradio Autoradio digitale Bluetooth CD MP3 US BVivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari direzionali Fendinebbia Immobilizzatore elettronico Isofix Servosterzo,Cerchi in lega Freno di stazionamento elettrico Leve al volante Sedili sportivi,Bianco,Nero,Pelle parziale,"€ 0,-","€ 1.049,-","€ 0,-","€ 1.049,-","€ 19.934,88",Kilometerleasing,10.000 km,"1,05","€ 415,31","€ 0,0000","€ 0,0000",0 %,0 % gebunden,"€ 27.400,-",18079658,Euro 6,Bianco,,,,,,,,,,,,,,,,,,,,,,,
/annunci/audi-q7-3-0-v6-tdi-245-cv-quattro-tiptr-adv-plus-s-line-diesel-grigio-3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737,Audi,2022-11-21 14:06:33.739058,"['https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_cd1fdb9c-4548-418f-89ea-fa1ee0a1f02c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_1811cbc8-da1d-4da8-9fb2-c20ff08ec32d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_53e9ccea-7e88-4351-aeb8-8107a5fff87e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_403a1a9c-662a-4739-bd75-25be4ece586e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_2935f867-27c0-47c9-ba9f-b7c4112044aa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_5b15d549-2b74-4833-bc2e-f8ecf77ad44f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_fcca7343-1b4f-473c-8f37-d83bbea8261c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_3145abed-ed70-4e44-8772-1cf49f735306.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_b1d2cf61-363f-45c1-a8da-7ea0438703be.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_39db84af-3b06-4a9d-be86-b7c280000c56.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_a2b4d7f0-10e4-4500-b2f0-24aa457c6b05.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_64ede7b1-ede8-4e07-b292-0670e9997d9e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_f3cfd629-7d2c-47af-97e2-21b5b325a2e4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_e009230d-b577-4b64-a48d-ab06847685cb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/3a0479bf-6a0a-42b7-bb9e-dfbf6e2bb737_996d7515-c922-4451-9cac-7c627eff6543.jpg', 'https://img.youtube.com/vi/putkrh7osAI']",16,"Roma - RM, IT","7,4","8,6","6,7","€ 25.000,-",-,42 Monate,"€ 25.000,-","€ 30.963,60","9,13 %","8,50 %","€ 512,91",S UV/Fuoristrada/Pick-up,Usato,4x4,5,5,212.000 km,04/2014,Sì,180 k W (245 C V),Automatico,2.967 cm³,8,6,2.345 kg,Diesel (Filtro antiparticolato),195 g/km (comb.),"Alzacristalli elettrici Climatizzatore Climatizzatore automatico, 2 zone Cruise Control Hill Holder Regolazione elettrica sedili Sedile posteriore sdoppiato Sedili riscaldati Sensore di luminosità Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Tetto panoramico Tettuccio apribile Vetri oscurati Volante in pelle Volante multifunzione",Autoradio Bluetooth Computer di bordo Sound system Streaming musicale integrato Vivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Airbag posteriore Airbag testa Antifurto Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari bi-Xeno Fendinebbia Immobilizzatore elettronico Isofix Luci diurne Luci diurne L ED Servosterzo,"Cerchi in lega (20"")Freno di stazionamento elettrico Luce d'ambiente Sedili sportivi Sistema lavafari",Grigio,Nero,Pelle parziale,"€ 0,-",Keine Angabe,Enthalten,"€ 0,-","€ 29.176,-",Kilometerleasing,10.000 km,"1,02","€ 298,-",,,"3,73 %","3,73 % gebunden","€ 26.420,-",18077888,Euro 5,Grigio scuro,07/2024,07/2022,2,Sì,Metallizzato,,,,,,,,,,,,,,,,,,
/annunci/audi-a6-2-0-tdi-advanced-177cv-diesel-bianco-7c2733c6-0a66-43ff-988f-131530b11de0,Audi,2022-11-21 14:06:35.378509,"['https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_5e34a275-7eee-4db6-9615-9a4f02133c4b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_51a99ccd-287a-451a-9d38-280cc8782959.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_7325cde9-d90c-4b5b-82c0-178e9d7f5054.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_1145e86d-78c8-4d2e-ae24-4a09318636f1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_4cdbfcc8-c92d-4574-aecc-b262f1e40140.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_32cdd91d-7690-4d22-b89e-14b8fd4702bf.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_8339b5a9-af59-4b9b-b763-933621457742.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_37118e08-6a92-4238-848b-799f4b82d39c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_466d7159-557b-4e4e-882b-37a02028f2a9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_29caaba7-e735-4695-97c1-69ace7261897.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_f4ad32e1-dd86-4681-a589-3db11ef44413.jpg', 'https://prod.pictures.autoscout24.net/listing-images/7c2733c6-0a66-43ff-988f-131530b11de0_746b9ebc-dd5b-4d86-9c4c-005c00d13fe9.jpg']",12,"Ispica, IT","4,9",6,"4,4","€ 16.900,-",-,24 Monate,"€ 16.900,-","€ 20.992,80","9,27 %","8,50 %","€ 346,73",Station wagon,Usato,,5,4,250.000 km,11/2012,,130 k W (177 C V),Automatico,1.968 cm³,8,4,1.650 kg,Diesel,129 g/km (comb.),360° camera Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Climatizzatore Controllo automatico clima Cruise Control Head-up display Hill Holder Regolazione elettrica sedili Sedile posteriore sdoppiato Sedili riscaldati Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Sospensioni pneumatiche Specchietti laterali elettrici Supporto lombare Telecamera per parcheggio assistito Tettuccio apribile Vetri oscurati Volante in pelle Volante multifunzione,Autoradio Autoradio digitale Bluetooth Computer di bordo MP3 Schermo multifunzione interamente digitale Sound system Vivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Antifurto Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari L ED Fari di profondità antiabbagliamento Fari full-L ED Fendinebbia Isofix Servosterzo Sistema di controllo pressione pneumatici Sistema di visione notturna,"Cerchi in lega (20"")Freno di stazionamento elettrico Luce d'ambiente Pacchetto sportivo Sedili sportivi Sistema lavafari Specchietto retrovisore con funzione antiabbagliamento Spoiler",Bianco,,,"€ 11.177,60",Keine Angabe,Keine Angabe,"€ 11.177,60",,Kilometerleasing,10.000 km,,"€ 511,-","€ 0,0000","€ 0,0000","6,76 %","6,76 % gebunden","€ 55.888,-",,,,,,,,,"€ 37.823,63",,,,,,,,,,,,,,,,,
/annunci/audi-q5-2-0-tdi-quattro-s-tronic-business-redauto-diesel-bianco-8b84ee9e-db9a-408a-b39a-0f8c51945e1f,Audi,2022-11-21 14:06:36.503758,"['https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_f62ad39f-34a5-4c40-bb08-416eff4ff415.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_4f2815b0-7510-450a-8b48-f04e10d7139f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_b5f5c9e4-019f-4988-aedb-de71dd07f0aa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_bb1b6a98-cad7-4520-a8f7-be441843f141.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_6482c33c-2645-492b-9d89-5038b7cb97d3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_33f3679e-115d-4e25-bbb1-b7bdfb2a80c2.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_e0759e39-85ca-4e59-b356-a0c9bd5a9721.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_6569cd4c-9865-41b1-a853-650676c796d7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_fb25cda0-8836-4e68-80b7-27db9c2ffc92.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_28c3019a-cc74-4988-9a6f-448c34c9c3e8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_97e1c24e-1c18-4bed-ba90-d0628eee1384.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_6eaf81df-67c9-4ec4-82b8-70dff6df48d5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_7e1d3d2f-4bd6-4d34-b816-8467eef9f1ac.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_304bac32-02e1-44c6-a913-34f29945fd90.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8b84ee9e-db9a-408a-b39a-0f8c51945e1f_b0b58f7a-cda8-479c-8cf7-4c6f02c17112.jpg']",15,"Civitanova Marche, IT","4,9","5,3","4,7",,,48 Monate,,,,,,S UV/Fuoristrada/Pick-up,Usato,4x4,5,5,100.000 km,09/2018,,120 k W (163 C V),Automatico,1.968 cm³,7,4,1.845 kg,Diesel (Filtro antiparticolato),129 g/km (comb.),"Alzacristalli elettrici Bracciolo Climatizzatore Climatizzatore automatico, 2 zone Cruise Control Portellone posteriore elettrico Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Start/Stop Automatico Volante multifunzione",Android Auto Apple Car Play Autoradio Bluetooth Sound system US BVivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Antifurto Chiusura centralizzata Controllo automatico trazione ES PFari L ED Fari Xenon Fendinebbia Frenata d'emergenza assistita Immobilizzatore elettronico Luci diurne Luci diurne L ED Servosterzo Sistema di controllo pressione pneumatici,Cerchi in lega Controllo vocale Freno di stazionamento elettrico Luce d'ambiente Spoiler,Bianco,Grigio,Stoffa,"€ 0,-",Enthalten,"€ 0,-","€ 0,-","€ 11.472,-",Kilometerleasing,10.000 km,"0,86","€ 239,-","€ 0,0904","€ 0,0286","4,4 %","4,4 % gebunden","€ 21.500,-",18076665,Euro 6,Bianco,,,,Sì,Metallizzato,,12 mesi,,,,,,,,,,,,,,,,
/annunci/audi-q3-2-0-tdi-s-lineadvanced-plus-quattro-177cv-s-tronic-diesel-bianco-42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8,Audi,2022-11-21 14:06:37.503030,"['https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_837a5669-65f7-488a-859c-7f9840359d11.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_cb3468c2-0ac5-4ad8-8a36-ffd4432e49b7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_301625d5-52f8-47dc-9df8-9fc29503946a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_e1db7a89-caf5-40e2-adbf-9fe738165239.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_1bd039c1-930a-4515-85b3-b63c3082444b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_06f99fc2-17f3-4bc3-94cc-bf90a87ca994.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_010ad1da-840f-4981-b839-f6fb06a5094f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_b12b0757-5352-46f5-9700-4139ce46d2b2.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_e8f3397e-8406-451e-bef3-e407e8c770ad.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_e5bb7b63-1c81-4c00-aa47-e760f0b46845.jpg', 'https://prod.pictures.autoscout24.net/listing-images/42486b0c-8c7b-4b57-aaf2-e02ff09ea5e8_a0b0b022-7da3-4a72-9099-f58810ddb664.jpg']",11,"San Giovanni Valdarno, IT","5,9",7,"5,3","€ 14.200,-",-,36 Monate,"€ 14.200,-","€ 17.464,20","8,81 %","8,00 %","€ 287,92",S UV/Fuoristrada/Pick-up,Usato,,5,5,214.000 km,09/2012,Sì,130 k W (177 C V),Automatico,1.968 cm³,7,4,1.660 kg,Diesel,,,,,,Bianco,,,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-","€ 44.172,-",Kilometerleasing,10.000 km,"1,17","€ 1.227,-","€ 0,1600","€ 0,1000","5,81 %","5,66 % gebunden","€ 80.906,12",,,,,,,,,,,,,,,,,,,,,,,,,,
/annunci/audi-a4-avant-2-0-tdi-150cv-s-tronic-diesel-grigio-c32b897e-cff9-406d-a035-814e3fe97eb5,Audi,2022-11-21 14:06:38.452848,"['https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_2d825ef1-6895-49b1-bb6b-299ecb8ef588.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_6cec8a5e-fefb-4837-9973-292022fb813a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_39f38237-1f00-4472-8e04-f14235687df9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_447a6ad3-0da9-4e21-b8b7-9e59b229860a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_70d47647-7300-4552-a765-e3f4b11831bb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_67648d0d-1c69-4c6b-8c10-3e475924af7d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_b38b86f9-eaa7-4370-9a7f-297c4bcd452d.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_88a38f71-e3ec-4772-937e-10ecc7798da4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_4aa1ecf9-6f86-41d9-b3a3-eb0e96987eab.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_510c947d-14ca-4b48-a35d-2d750fa75dd1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_3d4f9943-933f-4a35-9266-8460332f5065.jpg', 'https://prod.pictures.autoscout24.net/listing-images/c32b897e-cff9-406d-a035-814e3fe97eb5_b00278eb-3cbd-456a-8d7a-38a0bdb9cc38.jpg']",12,"Varese, IT","4,1","4,9","3,7","€ 22.900,-",-,36 Monate,"€ 22.900,-","€ 28.378,80","9,16 %","8,51 %","€ 469,83",Station wagon,Usato,,5,5,83.000 km,08/2017,,110 k W (150 C V),Automatico,1.968 cm³,7,4,1.600 kg,Diesel,,Alzacristalli elettrici Bracciolo Climatizzatore Controllo automatico clima Cruise Control Portellone posteriore elettrico Sedile posteriore sdoppiato Sedili riscaldati Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Start/Stop Automatico Vetri oscurati Volante multifunzione,Android Auto Apple Car Play Autoradio Bluetooth Computer di bordo MP3 Sound system US BVivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari Xenon Fari di profondità antiabbagliamento Frenata d'emergenza assistita Immobilizzatore elettronico Isofix Limitatore di velocità Servosterzo Sistema di chiamata d'emergenza Sistema di controllo pressione pneumatici,"Cerchi in lega (17"")Freno di stazionamento elettrico Gancio traino Leve al volante Luce d'ambiente Ruota di riserva",Grigio,,,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-","€ 44.172,-",Kilometerleasing,10.000 km,"1,17","€ 1.227,-","€ 0,1600","€ 0,1000","5,81 %","5,66 % gebunden","€ 80.906,12",,,,,04/2022,,Sì,,,,,,,,,,,,,,,,,,,
