url,maker,date,image_list,n_images,locat,c1,c2,c3,Prezzo auto,Anticipo,Durata,Importo finanziato,Importo totale dovuto,TAEG,TAN Fisso,Rata,Carrozzeria,Tipo di veicolo,Trazione,Posti,Porte,Offerta n.,Usato garantito,Chilometraggio,Anno,Revisione,Potenza,Tipo di cambio,Cilindrata,Marce,Cilindri,Peso a vuoto,Carburante,Emissioni CO₂,Classe emissioni,Comfort,Intrattenimento / Media,Sicurezza,Extra,Colore,Colore specifico,Tipo di vernice,Colore finiture interne,Materiale,Acconto,Costo del trasferimento ,Costo di registrazione,"Totale, unico",Importo totale della locazione,Tipo di contratto,Chilometraggio p.a.,Fattore di locazione,Quota mensile,Più km costi,Risarcimento per meno km,Tasso di interesse effettivo,Interessi passivi pagati p.a.,Prestito netto,Anno di produzione,Ultimo tagliando,Tagliandi certificati,Proprietari,Veicolo non fumatori,Altre fonti energetiche,Rata finale,Versione per nazione,Per neopatentati,Consumo di carburante (WLTP),Pagamento speciale,Cambio cinghia distribuzione,Prezzo veicolo,Numero rate,Importo da rimborsare,Importo rate
/annunci/audi-a3-sb30-1-5-g-tron-s-line-131cv-s-tronic-metano-bianco-efed31a0-efc8-47a5-ace6-5406f173ce3f,Audi,2022-11-22 21:52:34.005235,"['https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_d7aef16e-0a59-49f0-8f03-3aade521d63c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_30ccab68-7a6f-436b-9a44-b78023e45995.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_e262c85e-ba3c-4206-bb20-6ad357df0f0e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_2cdd92a4-f183-42c1-84ad-29bf42e6acde.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_314c28bd-dde3-4853-9725-9897418f4d79.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_4c15b582-8e6a-4354-818b-a081bab99dcc.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_f47bde62-53af-44f8-b279-fe275134ce26.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_a7ecd8b6-3368-4fb8-90ef-e060f00cb6e4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_479f15e4-8df7-4661-bedc-ae946d0764a7.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_10ffaffe-f83b-4e9c-b876-eca53b2e3193.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_aae117e6-e9be-4699-85ae-05c7a6b7eb82.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_7db399f1-a87e-49c2-b5e8-5f43fa53c15f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_129f2656-c4d8-49b4-85a5-d262f5217b2a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_55e36ee5-6c17-46c3-b622-55ebad0e7e1a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/efed31a0-efc8-47a5-ace6-5406f173ce3f_3c865962-fe51-416e-b105-6d0fc209386c.jpg']",15,"Legnago, IT","3,5 kg/100 km (comb.","2,9 kg/100 km (extraurbano",,"€ 21.900,-",-,48 Monate,"€ 21.900,-","€ 27.147,60","9,17 %","8,50 %","€ 449,31",Berlina,Usato,Anteriore,5,5,03155390234-U3026685,12 mesi,39.000 km,06/2019,06/2025,96 k W (131 C V),Automatico,1.498 cm³,7,4,1.385 kg,Gas naturale H,96 g/km (comb.),Euro 6,Alzacristalli elettrici Bracciolo Climatizzatore Controllo automatico clima Cruise Control Deflettori Hill Holder Regolazione elettrica del sedile posteriore Regolazione elettrica sedili Riscaldamento ausiliario Sedile passeggero ribaltabile Sedile posteriore sdoppiato Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Sistema di parcheggio automatico Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Vetri oscurati Volante in pelle Volante multifunzione,Android Auto Apple Car Play Autoradio Autoradio digitale Bluetooth CD Carica per smartphone a induzione Computer di bordo Hotspot Wi-Fi MP3 Schermo multifunzione interamente digitale Sound system Streaming musicale integrato US BVivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Airbag posteriore Airbag testa Antifurto Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari di profondità antiabbagliamento Fari direzionali Fari full-L ED Fendinebbia Frenata d'emergenza assistita Immobilizzatore elettronico Isofix Limitatore di velocità Luci diurne Luci diurne L ED Riconoscimento dei segnali stradali Servosterzo Sistema di avviso di distanza Sistema di controllo pressione pneumatici Sistema di riconoscimento della stanchezza Sistema di visione notturna,Adatto a portatori di handicap Cerchi in lega Controllo vocale Conversione biodiesel Divisori per bagagliaio Freno di stazionamento elettrico Kit antipanne Kit fumatori Luce d'ambiente Pacchetto invernale Pacchetto sportivo Pneumatici da neve Porta scorrevole Portapacchi Ruotino Sedili sportivi Sistema lavafari Ski bag Sospensioni sportive Specchietto retrovisore con funzione antiabbagliamento Spoiler Touch screen Veicolo elaborato,Bianco,B IA NC O,Metallizzato,Nero,Stoffa,"€ 0,-","€ 999,-","€ 0,-","€ 999,-","€ 22.135,68",Kilometerleasing,10.000 km,"1,11","€ 461,16","€ 0,0013","€ 0,0008","5,49 %","5,39 % gebunden","€ 18.601,44",,,,,,,,,,,,,,,,
/annunci/audi-a3-1-9-tdi-ambition-fap-diesel-nero-c8c1e0b5-0947-4491-a31c-4d6e5ba9da3a,Audi,2022-11-22 21:52:34.623620,[],0,"Civitanova Marche, IT","4,9","6,1","4,2","€ 2.200,-",-,48 Monate,"€ 2.200,-","€ 2.423,88","6,60 %","6,41 %","€ 67,33",Berlina,Usato,,5,3,,,320.000 km,10/2007,,77 k W (105 C V),Manuale,1.896 cm³,5,4,1.370 kg,Diesel,,,,,,,Nero,,,,,"€ 0,-","€ 895,-","€ 0,-","€ 895,-","€ 17.760,-",Kilometerleasing,10.000 km,"0,91","€ 370,-","€ 0,0000","€ 0,0000","3,93 %","3,93 % gebunden","€ 34.061,02",,,,,,,,,,,,,,,,
/annunci/audi-q5-s-l-2-0-tdi-advanced-plus-quattro-170cv-s-tronic-diesel-bianco-f185447e-75dc-476d-84be-174d993c19c5,Audi,2022-11-22 21:52:35.663171,"['https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_4a082f79-85fb-449e-8982-4554834806c9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_f9196258-f3f0-4712-96e0-f1a8c77b2f66.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_bd2c280b-1f33-46e8-babc-56f0fb0b344c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_ad6bc1cb-35f8-4a10-b5ba-fa78b739dc73.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_8f7ddb3e-3244-49e8-8220-09415d38204c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_51d28b2c-6667-4309-8331-6fedca24b9cd.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_08f9b98b-18da-4992-a22e-e88166feffdb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/f185447e-75dc-476d-84be-174d993c19c5_dc153cbc-51d9-4f05-9757-c5753bea694a.jpg']",8,"Torino TO, IT",7,"8,8","5,9","€ 13.500,-",-,48 Monate,"€ 13.500,-","€ 16.612,80","8,84 %","8,00 %","€ 273,73",S UV/Fuoristrada/Pick-up,Usato,,5,5,,,221.000 km,11/2012,,125 k W (170 C V),Automatico,1.968 cm³,7,4,1.895 kg,Diesel (Filtro antiparticolato),,,"Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Climatizzatore automatico, 3 zone Hill Holder Regolazione elettrica sedili Sedile posteriore sdoppiato Sedili riscaldati Sensore di luminosità Sensore di pioggia Sistema di navigazione Specchietti laterali elettrici Supporto lombare Tetto panoramico Tettuccio apribile Vetri oscurati Volante in pelle",Autoradio Autoradio digitale Bluetooth CD Computer di bordo Funzione T VM P3 Schermo multifunzione interamente digitale Sound system Vivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Antifurto Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione Controllo elettronico della corsia ES PFari di profondità antiabbagliamento Fari direzionali Fendinebbia Immobilizzatore elettronico Isofix Servosterzo Sistema di avviso di distanza Sistema di controllo pressione pneumatici,Cerchi in lega Freno di stazionamento elettrico Gancio traino Leve al volante Luce d'ambiente Portapacchi Ruotino Sistema lavafari Specchietto retrovisore con funzione antiabbagliamento Spoiler,Bianco,,,,,"€ 3.000,-",Keine Angabe,Keine Angabe,"€ 3.000,-","€ 17.160,-",Kilometerleasing,10.000 km,"0,84","€ 295,-",,,"5,2 %","5,08 % gebunden","€ 30.172,66",,,,,,,,,,,,,,,,
/annunci/audi-a6-avant-40-2-0-tdi-s-tronic-business-sport-diesel-nero-b605d5e9-1b82-474a-a189-cf13c2b6a888,Audi,2022-11-22 21:52:36.392558,"['https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_2a32f69d-912b-4a95-9368-d11961b1f69d.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_ba5603de-f8c9-4365-8183-3e474a60103a.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_1f554831-87f9-41a3-b5ea-85ad1a2a9c2f.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_bfa04350-2614-4714-b5e0-51f4af1f7cf8.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_f5c31105-627c-48d5-b17b-610ecfb877c7.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_fd72eeca-f849-4d16-9795-2578438951c2.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_1bc22714-4d73-4904-b75f-3d6970c9dff1.png', 'https://prod.pictures.autoscout24.net/listing-images/b605d5e9-1b82-474a-a189-cf13c2b6a888_0c350c55-0687-4e05-ab9a-2b7f9df7f0b5.png']",8,"Nola - Napoli - Na, IT","4,7","5,2","4,4",,,48 Monate,,,,,,Station wagon,Usato,Anteriore,5,5,6420044,,57.499 km,09/2020,,150 k W (204 C V),Manuale,1.968 cm³,7,4,,Diesel,124 g/km (comb.),Euro 6,Bracciolo Climatizzatore Controllo automatico clima Cruise Control Portellone posteriore elettrico Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Volante in pelle,Autoradio Bluetooth Computer di bordo Sound system,Airbag conducente Airbag laterali Airbag passeggero Controllo elettronico della corsia Fari L ED Frenata d'emergenza assistita Immobilizzatore elettronico Isofix Servosterzo Sistema di controllo pressione pneumatici,Cerchi in lega Sedili sportivi Sistema lavafari,Nero,Nero,Metallizzato,,Pelle scamosciata,"€ 0,-","€ 870,-",Enthalten,"€ 870,-","€ 31.920,-",Kilometerleasing,10.000 km,"2,08","€ 665,-","€ 0,1261","€ 0,0476","4,61 %","4,61 % gebunden","€ 58.990,66",2020,,,,,,,,,,,,,,,
/annunci/audi-s3-2-0-tfsi-quattro-s-tronic-benzina-blu-azzurro-73607001-a2c1-432b-a635-d207757fa716,Audi,2022-11-22 21:52:37.163571,"['https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_1950422c-64d3-4a07-ae01-5c1a8cd844b5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_9e076b1f-651f-48bd-8551-49a13e51c85b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_9b86d81c-7c27-462b-a63d-e23a87245b5f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_c458cf13-8141-4d5b-be6d-9aa72080426b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_e1fb6c8c-66dd-4a5a-9b37-7f0ea84df559.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_4975f1f9-2a95-43a5-82b8-e714089040d3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_89f81193-cdd4-4554-b812-6773e6d60d0f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_9904f236-6aed-417d-93a8-884843a63e82.jpg', 'https://prod.pictures.autoscout24.net/listing-images/73607001-a2c1-432b-a635-d207757fa716_8fd2aff6-2181-4de9-85f7-cd92983d09ec.jpg']",9,"Roma - RM, IT",,,,,,42 Monate,,,,,,Berlina,Usato,4x4,5,5,,24 mesi,100 km,11/2022,,228 k W (310 C V),Automatico,1.984 cm³,7,4,1.575 kg,Benzina,,Euro 6d-T EM P,"Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Climatizzatore automatico, 2 zone Cruise Control Sedile posteriore sdoppiato Sedili riscaldati Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Telecamera per parcheggio assistito Tetto panoramico Vetri oscurati Volante in pelle Volante multifunzione",Android Auto Apple Car Play Autoradio Autoradio digitale Bluetooth Carica per smartphone a induzione Computer di bordo MP3 Schermo multifunzione interamente digitale Sound system Streaming musicale integrato US BVivavoce,A BS Airbag conducente Airbag laterali Airbag passeggero Airbag testa Antifurto Assistente abbaglianti Controllo automatico trazione Controllo elettronico della corsia ES PFari di profondità antiabbagliamento Fari full-L ED Frenata d'emergenza assistita Immobilizzatore elettronico Isofix Riconoscimento dei segnali stradali Servosterzo Sistema di avviso di distanza Sistema di chiamata d'emergenza Sistema di controllo pressione pneumatici,"Cerchi in lega (18"")Freno di stazionamento elettrico Leve al volante Pacchetto invernale Sedili sportivi Sistema lavafari Spoiler Touch screen",Blu/Azzurro,,Metallizzato,Nero,Pelle totale,"€ 0,-",Enthalten,"€ 0,-","€ 0,-","€ 15.750,-",Kilometerleasing,10.000 km,"0,78","€ 375,-","€ 0,0833","€ 0,0369","3,74 %","3,74 % gebunden","€ 31.890,-",,,,,,,,,,,,,,,,
/annunci/audi-a3-sb30-1-5-g-tron-s-line-131cv-s-tronic-metano-bianco-2b0a01ff-649b-466c-9b67-83e35aad16c0,Audi,2022-11-22 21:52:38.074371,"['https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_3f5cc115-025e-4932-8edb-d99bf5f74ac2.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_ebf0d53f-d855-4564-b859-3448899adf13.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_3850c677-2474-4744-b3d1-9ea97e7a9a9c.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_cb2882a9-bf98-405a-aa80-082ed0957964.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_34239446-90af-4edf-ad34-46ae714bb490.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_39556180-fd14-43e8-9159-89a355239d13.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_9926c81d-90cd-4955-88d4-a5a4637fe14b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_cb287e51-e291-448f-840a-a627895e9ee5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_582f3c60-65c4-4635-b271-70aecd41a1b6.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_98a82744-a3bc-42e0-ac32-bbe0a6ce37d4.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_5143b258-46c7-4a3e-a084-28e0327770e3.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_8005ece7-b51a-4bbb-b3e5-23a65f2bbc30.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_0deecf42-5463-4ab0-8927-fa286053206a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_d554bdd4-d663-449e-ad1f-379449f3a850.jpg', 'https://prod.pictures.autoscout24.net/listing-images/2b0a01ff-649b-466c-9b67-83e35aad16c0_eda767be-3776-4305-83ae-7a44883d450c.jpg']",15,"Padova, IT","3,5 kg/100 km (comb.","2,9 kg/100 km (extraurbano",,"€ 21.900,-",-,42 Monate,"€ 21.900,-","€ 27.147,60","9,17 %","8,50 %","€ 449,31",Berlina,Usato,Anteriore,5,5,03155390234-U3026685,12 mesi,39.000 km,06/2019,06/2025,96 k W (131 C V),Automatico,1.498 cm³,7,4,1.385 kg,Gas naturale H,96 g/km (comb.),Euro 6,Alzacristalli elettrici Bracciolo Climatizzatore Controllo automatico clima Cruise Control Deflettori Hill Holder Regolazione elettrica del sedile posteriore Regolazione elettrica sedili Riscaldamento ausiliario Sedile passeggero ribaltabile Sedile posteriore sdoppiato Sensore di luminosità Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Sistema di parcheggio automatico Specchietti laterali elettrici Start/Stop Automatico Supporto lombare Vetri oscurati Volante in pelle Volante multifunzione,Android Auto Apple Car Play Autoradio Autoradio digitale Bluetooth CD Carica per smartphone a induzione Computer di bordo Hotspot Wi-Fi MP3 Schermo multifunzione interamente digitale Sound system Streaming musicale integrato US BVivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Airbag posteriore Airbag testa Antifurto Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione ES PFari di profondità antiabbagliamento Fari direzionali Fari full-L ED Fendinebbia Frenata d'emergenza assistita Immobilizzatore elettronico Isofix Limitatore di velocità Luci diurne Luci diurne L ED Riconoscimento dei segnali stradali Servosterzo Sistema di avviso di distanza Sistema di controllo pressione pneumatici Sistema di riconoscimento della stanchezza Sistema di visione notturna,Adatto a portatori di handicap Cerchi in lega Controllo vocale Conversione biodiesel Divisori per bagagliaio Freno di stazionamento elettrico Kit antipanne Kit fumatori Luce d'ambiente Pacchetto invernale Pacchetto sportivo Pneumatici da neve Porta scorrevole Portapacchi Ruotino Sedili sportivi Sistema lavafari Ski bag Sospensioni sportive Specchietto retrovisore con funzione antiabbagliamento Spoiler Touch screen Veicolo elaborato,Bianco,B IA NC O,Metallizzato,Nero,Stoffa,"€ 0,-",Enthalten,"€ 0,-","€ 0,-","€ 18.858,-",Kilometerleasing,10.000 km,"0,68","€ 449,-","€ 0,0000","€ 0,0000","0,17 %","0,17 % gebunden","€ 18.858,-",,,,,,,,,,,,,,,,
/annunci/audi-a6-allroad-3-0-tdi-business-c-xeno-tiptronic-diesel-grigio-8c65973e-5057-4822-8951-b8cacbff4a33,Audi,2022-11-22 21:52:38.868312,"['https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_a1ea0b2d-cd07-4dac-ae3b-b58d35700238.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_04835e90-1306-4738-bbb4-db2dd5847eaa.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_11bfeaef-fc05-4e81-a58e-d4f4d59d07eb.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_86ddf50f-c00a-48fc-87b6-7be064482931.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_3ca9fc8b-7070-4779-870e-1a5cbbe601d9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_86b3b507-55ea-4dba-96f4-4d2ebe3234df.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_b90d630f-0cc8-4de9-98e8-005babc05258.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_a7d54108-b3b7-4edb-9230-e0d4d041bf91.jpg', 'https://prod.pictures.autoscout24.net/listing-images/8c65973e-5057-4822-8951-b8cacbff4a33_175026bd-b3fe-4b6b-b379-672d45ccb97f.jpg']",9,"Torino TO, IT","6,7","7,9",6,"€ 13.900,-",-,60 Monate,"€ 13.900,-","€ 17.099,40","8,82 %","8,00 %","€ 281,84",Station wagon,Usato,,5,5,,,232.000 km,11/2014,,230 k W (313 C V),Automatico,2.967 cm³,8,6,1.985 kg,Diesel,,,"360° camera Climatizzatore automatico, 4 zone Head-up display Portellone posteriore elettrico Regolazione elettrica sedili Sedili massaggianti Sedili riscaldati Sedili ventilati Sensore di luminosità Sistema di navigazione Specchietti laterali elettrici Supporto lombare Telecamera per parcheggio assistito Tettuccio apribile Vetri oscurati Volante in pelle",Autoradio Autoradio digitale Bluetooth CD Computer di bordo Funzione T VHotspot Wi-Fi MP3 Sound system Vivavoce,Adaptive Cruise Control Airbag laterali Antifurto Assistente abbaglianti Controllo elettronico della corsia Fari di profondità antiabbagliamento Isofix Riconoscimento dei segnali stradali Sistema di visione notturna,Cerchi in lega Gancio traino Leve al volante Luce d'ambiente Sedili sportivi Specchietto retrovisore con funzione antiabbagliamento,Grigio,,,,,"€ 0,-","€ 990,-","€ 0,-","€ 990,-","€ 31.793,40",Kilometerleasing,10.000 km,"0,98","€ 529,89","€ 0,0000","€ 0,0000","2,52 %","2,49 % gebunden","€ 46.598,-",,,,,,,,,,,,,,,,
/annunci/audi-q5-q5-2-0-tdi-quattro-170cv-s-tronic-dpf-diesel-bianco-78164181-eeee-48db-8204-9d0d65db3479,Audi,2022-11-22 21:52:39.524519,"['https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_dd5051e0-f93f-4fef-bc6d-d25396a54670.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_f7749b2c-97d0-428b-af67-d487fb91e053.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_946fe969-524f-4e10-8f43-e1acc92caf03.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_f49c1c6f-952b-4bd6-abea-c97927c9433b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_31ce24fc-3eb4-45a7-a37b-08b55bfe1987.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_e61d83df-feb1-4286-ab1e-eda773c92624.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_59a199d2-b600-42ed-9fc1-0262a6740c98.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_ca8af69f-55ab-4295-aa03-628d635dc2c0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_be9dc12e-9d76-4f63-af08-84167a3351ea.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_6753299b-cbd1-4582-9cfb-41b6599aa5d0.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_5cc8e891-b042-4c50-89b2-215c56c51594.jpg', 'https://prod.pictures.autoscout24.net/listing-images/78164181-eeee-48db-8204-9d0d65db3479_c184ec68-f6b5-4421-b762-c664c641a42d.jpg']",12,"olbia, IT","6,8",,,"€ 8.000,-",-,42 Monate,"€ 8.000,-","€ 9.848,60","8,87 %","7,70 %","€ 161,06",S UV/Fuoristrada/Pick-up,Usato,4x4,5,5,,,273.000 km,10/2011,05/2022,125 k W (170 C V),Semiautomatico,1.968 cm³,7,4,1.845 kg,Diesel (Filtro antiparticolato),179 g/km (comb.),Euro 5,Alzacristalli elettrici Bracciolo Chiusura centralizzata senza chiave Climatizzatore Controllo automatico clima Cruise Control Regolazione elettrica sedili Sedile posteriore sdoppiato Sensore di pioggia Sensori di parcheggio assistito anteriori Sensori di parcheggio assistito posteriori Sistema di navigazione Specchietti laterali elettrici Supporto lombare Vetri oscurati Volante in pelle Volante multifunzione,Autoradio Autoradio digitale Bluetooth CD Computer di bordo MP3 Schermo multifunzione interamente digitale Sound system Vivavoce,A BS Adaptive Cruise Control Airbag conducente Airbag laterali Airbag passeggero Antifurto Assistente abbaglianti Chiusura centralizzata Chiusura centralizzata telecomandata Controllo automatico trazione Controllo elettronico della corsia ES PFari di profondità antiabbagliamento Fendinebbia Immobilizzatore elettronico Isofix Limitatore di velocità Servosterzo,"Cerchi in lega (18"")Freno di stazionamento elettrico Leve al volante Luce d'ambiente Pneumatici da neve Pneumatici estivi Portapacchi Ruotino Sedili sportivi Specchietto retrovisore con funzione antiabbagliamento Spoiler Tendalino",Bianco,,,Nero,Pelle totale,"€ 0,-",Enthalten,"€ 0,-","€ 0,-","€ 15.750,-",Kilometerleasing,10.000 km,"0,78","€ 375,-","€ 0,0833","€ 0,0369","3,74 %","3,74 % gebunden","€ 31.890,-",,01/2022,Sì,,,,,,,,,,,,,
