url,maker,date,image_list,n_images,locat,c1,c2,c3,Carrozzeria,Tipo di veicolo,Trazione,Posti,Porte,Offerta n.,Chilometraggio,Anno,Potenza,Tipo di cambio,Cilindrata,Marce,Cilindri,Peso a vuoto,Carburante,Emissioni CO₂,Classe emissioni,Comfort,Intrattenimento / Media,Sicurezza,Extra,Colore,Colore specifico,Colore finiture interne,Materiale,Acconto,Costo del trasferimento ,Costo di registrazione,"Totale, unico",Importo totale della locazione,Tipo di contratto,Chilometraggio p.a.,Fattore di locazione,Durata,Quota mensile,Più km costi,Risarcimento per meno km,Tasso di interesse effettivo,Interessi passivi pagati p.a.,Prestito netto,Usato garantito,Altre fonti energetiche
/annunci/audi-a3-sportback-40-2-0-tdi-s-line-edition-quattro-s-tron-diesel-bianco-fbe9c2db-0c86-4208-a991-fd29b4c3166e,Audi,2022-11-23 13:57:59.463015,"['https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_4e82a9de-51cf-492a-a752-e76cead4931e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_1841684c-073d-493f-9376-5842998e8f43.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_1b443521-7a35-45f9-8573-e95c33b1647b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_b991b24a-63ea-426a-9017-fea7fd9a70de.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_4ea2aac3-ce46-4d2d-8be1-12e8a4b2556f.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_c956f569-caff-4e47-aa53-8ca83bddd9e1.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_dd46e913-916c-4413-970a-4c04eb7673ea.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_54319615-2224-40e8-8aad-3220a757ad1b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_16d6848c-902a-480f-991b-48a460d33f6b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_7ea9b4c0-26d8-4862-8c34-80b7c03dd1b5.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_b741a052-6fd4-42fe-8699-b4d4aaf107e9.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_75a5ff43-994e-413c-9e68-4e3d9dc7c3db.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_a9ea1759-37be-4a3a-9c32-faf2ebdb6246.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_1fa19053-e7db-4caa-9c01-3604ce699b39.jpg', 'https://prod.pictures.autoscout24.net/listing-images/fbe9c2db-0c86-4208-a991-fd29b4c3166e_cb0c540d-9725-4387-b8fc-dacc8a1a83dd.jpg']",15,"Milano - Mi, IT","4,9",6,"4,3",Berlina,Usato,4x4,5,5,13294080158-U37491,13.158 km,04/2021,147 k W (200 C V),Automatico,1.968 cm³,7,4,1.555 kg,Diesel,130 g/km (comb.),Euro 6,"['Bracciolo', 'Chiusura centralizzata senza chiave', 'Climatizzatore automatico, 2 zone', 'Hill Holder', 'Regolazione elettrica sedili', 'Sedile posteriore sdoppiato', 'Sedili riscaldati', 'Sensore di pioggia', 'Sistema di navigazione', 'Sistema di parcheggio automatico', 'Specchietti laterali elettrici', 'Supporto lombare', 'Vetri oscurati', 'Volante in pelle']","['Autoradio', 'Autoradio digitale', 'Bluetooth', 'Sound system', 'USB']","['Adaptive Cruise Control', 'Airbag laterali', 'Airbag passeggero', 'Chiusura centralizzata telecomandata', 'Controllo elettronico della corsia', 'Fari LED', 'Immobilizzatore elettronico', 'Isofix', 'Servosterzo', 'Sistema di controllo pressione pneumatici']","['Cerchi in lega', 'Freno di stazionamento elettrico', 'Kit antipanne', ""Luce d'ambiente"", 'Pacchetto sportivo', 'Sospensioni sportive']",Bianco,Bianco ghiaccio metallizzato,Altro,Altro,"€ 0,-",Keine Angabe,"€ 0,-","€ 0,-","€ 23.472,-",Kilometerleasing,5.000 km,"0,85",48 Monate,"€ 489,-","€ 0,2311","€ 0,1444",0 %,0 % gebunden,"€ 46.995,-",,
/annunci/audi-a4-allroad-40-2-0-tdi-mhev-quattro-204cv-s-tronic-elettrica-diesel-nero-13f8f524-1843-4ff5-8329-13610b26873c,Audi,2022-11-23 13:58:02.061617,"['https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_ccd7fec6-b172-4044-83d6-4de3608ca0cf.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_e38eb617-0f11-4b97-a62b-bc6d461f991b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_ef8c221b-5a70-4088-848d-2f4c3098563b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_cfd09e52-3369-45e7-be63-53f075fda287.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_97af887e-509c-4340-8b4c-e647aa50fe30.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_c34261ea-e535-4050-afc5-0aab5e2c3458.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_7fbaa119-4118-402e-b202-6dfd0ee94f07.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_2e8fa678-e25a-428d-b164-a752bbe308e8.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_64f81db0-9474-4678-8e6d-41e402dec377.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_d5ad6f7d-2a8f-46fc-a96c-b5d812c698f6.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_c166079c-bbeb-40e2-a239-fbd27446843e.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_d4638b3c-7321-4991-a64f-ef5d6730240b.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_f66d20d1-f066-438b-9fc6-dbd8d9a5f092.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_127373fc-292c-4143-8264-f4a6fa3a6e3a.jpg', 'https://prod.pictures.autoscout24.net/listing-images/13f8f524-1843-4ff5-8329-13610b26873c_67b778c0-fa86-4cad-a935-f79ec3ab8bf9.jpg']",15,"Milano - Mi, IT","4,8",,,Station wagon,Usato,4x4,5,5,13294080158-U35950,26.628 km,02/2021,150 k W (204 C V),Automatico,1.968 cm³,7,4,1.720 kg,Diesel,126 g/km (comb.),Euro 6,"['Bracciolo', 'Climatizzatore', 'Controllo automatico clima', 'Cruise Control', 'Portellone posteriore elettrico', 'Regolazione elettrica sedili', 'Sedile posteriore sdoppiato', 'Sedili riscaldati', 'Sistema di navigazione', 'Sistema di parcheggio automatico', 'Specchietti laterali elettrici', 'Start/Stop Automatico', 'Tetto panoramico', 'Volante in pelle']","['Autoradio digitale', 'Bluetooth', 'Sound system']","['Airbag laterali', 'Airbag passeggero', 'Chiusura centralizzata telecomandata', 'Fari LED', 'Immobilizzatore elettronico', 'Isofix', 'Servosterzo', ""Sistema di chiamata d'emergenza"", 'Sistema di controllo pressione pneumatici']","['Cerchi in lega', 'Freno di stazionamento elettrico', 'Kit antipanne', ""Luce d'ambiente"", 'Sedili sportivi']",Nero,Nero Mito metallizzato,Altro,Altro,,,,,,,,,,,,,,,,48 mesi,Corrente elettrica 
